parent_molecule_chembl_id,pref_name,smiles,structure_image_url,pchembl_value,standard_type,standard_relation,standard_value,standard_units,role,best_target,targets_hit,n_targets_hit,assay_chembl_id,assay_type,confidence_score,assay_organism,molecule_chembl_id,target_chembl_id,TAG,standard_inchi_key
CHEMBL165083,,CCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL165083.png,9.57,Ki,=,0.2692,nM,antagonist,A3R,A1R;A2AR;A2BR;A3R,4,CHEMBL1037718,B,9,Homo sapiens,CHEMBL165083,CHEMBL256,A3R,FVFSYIHQKDNCSO-UHFFFAOYSA-N
CHEMBL16510,,Cn1c(=O)c2nn(-c3ccccc3)c(=O)n2c2ccccc21,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL16510.png,7.44,Ki,=,36.6,nM,antagonist,A3R,A3R,1,CHEMBL644389,B,8,,CHEMBL16510,CHEMBL256,A3R,OLLSKNKUQGSHMV-UHFFFAOYSA-N
CHEMBL165103,,COc1ccc(C(=O)Nc2nc(-c3ccccc3)ns2)cc1C,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL165103.png,6.24,Ki,=,580,nM,antagonist,A3R,A3R,1,CHEMBL646606,B,8,,CHEMBL165103,CHEMBL256,A3R,WWAIENLNWVSYGE-UHFFFAOYSA-N
CHEMBL165224,,Cn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL165224.png,9.62,Ki,=,0.2399,nM,antagonist,A3R,A2AR;A2BR;A3R,3,CHEMBL1037718,B,9,Homo sapiens,CHEMBL165224,CHEMBL256,A3R,MWPIAGIXDKLYME-UHFFFAOYSA-N
CHEMBL16529,,O=c1n(-c2ccccc2)nc2c(NCCc3ccccc3)nc3ccccc3n12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL16529.png,6.7,Ki,=,201,nM,antagonist,A3R,A3R,1,CHEMBL644389,B,8,,CHEMBL16529,CHEMBL256,A3R,SAPMQYTZNDHFIK-UHFFFAOYSA-N
CHEMBL16534,,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4cccc(C(C)=O)c4)cc3)[nH]c2n(CCC)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL16534.png,8.31,Ki,=,4.92,nM,antagonist,A2BR,A1R;A2AR;A2BR;A3R,4,CHEMBL618339,F,9,Homo sapiens,CHEMBL16534,CHEMBL255,A2BR,DSQNPGQGZQBMQL-UHFFFAOYSA-N
CHEMBL16539,,Cc1ccc(N2CN3C(=N2)C(=O)Nc2ccccc23)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL16539.png,6.71,Ki,=,197,nM,antagonist,A3R,A3R,1,CHEMBL644389,B,8,,CHEMBL16539,CHEMBL256,A3R,AKZYSDGJLBSGHC-UHFFFAOYSA-N
CHEMBL165560,,CCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL165560.png,9.47,Ki,=,0.3388,nM,antagonist,A3R,A1R;A2AR;A2BR;A3R,4,CHEMBL1037718,B,9,Homo sapiens,CHEMBL165560,CHEMBL256,A3R,ZYQMTELMKXLVHN-UHFFFAOYSA-N
CHEMBL165600,,CCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL165600.png,9.43,Ki,=,0.3698,nM,antagonist,A3R,A1R;A2AR;A2BR;A3R,4,CHEMBL2427556,B,9,Homo sapiens,CHEMBL165600,CHEMBL256,A3R,GQNTYJRUQFVQDY-UHFFFAOYSA-N
CHEMBL165620,,CCCCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL165620.png,9.1,Ki,=,0.7943,nM,antagonist,A3R,A1R;A2AR;A2BR;A3R,4,CHEMBL1037718,B,9,Homo sapiens,CHEMBL165620,CHEMBL256,A3R,YWIKZGGTUBVHBL-UHFFFAOYSA-N
CHEMBL165741,,O=C(Nc1nc(-c2ccccc2)ns1)c1ccc(Cl)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL165741.png,6.28,Ki,=,520,nM,antagonist,A3R,A3R,1,CHEMBL646606,B,8,,CHEMBL165741,CHEMBL256,A3R,ZWTDQYDEOKABAQ-UHFFFAOYSA-N
CHEMBL165760,,COc1cccc(-c2nc(Cc3ccc(C)c(C)c3)n[nH]2)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL165760.png,7.7,Ki,=,20,nM,antagonist,A2AR,A2AR,1,CHEMBL644664,B,8,,CHEMBL165760,CHEMBL251,A2AR,HMDXVKQTGSLYAW-UHFFFAOYSA-N
CHEMBL165778,,CCCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL165778.png,9.54,Ki,=,0.2884,nM,antagonist,A3R,A1R;A2AR;A2BR;A3R,4,CHEMBL1037718,B,9,Homo sapiens,CHEMBL165778,CHEMBL256,A3R,RPJWXCWBXBWFCF-UHFFFAOYSA-N
CHEMBL165783,,O=C(Nc1nc(-c2ccccc2)ns1)c1ccccc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL165783.png,6.39,Ki,=,410,nM,antagonist,A3R,A3R,1,CHEMBL646606,B,8,,CHEMBL165783,CHEMBL256,A3R,AYSLYXJUYHXKHV-UHFFFAOYSA-N
CHEMBL165910,,CCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL165910.png,9.19,Ki,=,0.6457,nM,antagonist,A3R,A2AR;A2BR;A3R,3,CHEMBL1037718,B,9,Homo sapiens,CHEMBL165910,CHEMBL256,A3R,ITAQPDVKHQKIHR-UHFFFAOYSA-N
CHEMBL166301,,CCCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL166301.png,9.52,Ki,=,0.2999,nM,antagonist,A3R,A1R;A2AR;A2BR;A3R,4,CHEMBL2427556,B,9,Homo sapiens,CHEMBL166301,CHEMBL256,A3R,LFIPIWLAZKCZFG-UHFFFAOYSA-N
CHEMBL166424,,COc1ccc(/C=N/N=C(\S)Cc2ccccc2)c(O)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL166424.png,7,Ki,=,100,nM,antagonist,A2AR,A2AR,1,CHEMBL644664,B,8,,CHEMBL166424,CHEMBL251,A2AR,XLTCCJIUIMYSBX-GZTJUZNOSA-N
CHEMBL166429,,S/C(Cc1ccccc1)=N\N=C\c1cccnc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL166429.png,8.3,Ki,=,5,nM,antagonist,A2AR,A2AR,1,CHEMBL644664,B,8,,CHEMBL166429,CHEMBL251,A2AR,CFMSHGCCMISSJH-LFIBNONCSA-N
CHEMBL16643,,Nc1nc2ccccc2n2c(=O)n(-c3cccc(F)c3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL16643.png,7.5,Ki,=,31.62,nM,antagonist,A1R,A1R;A2AR;A3R,3,CHEMBL920042,B,8,Bos taurus,CHEMBL16643,CHEMBL226,A1R,NIZXSXMPQDEUGH-UHFFFAOYSA-N
CHEMBL166500,,COc1cccc(-c2n[nH]c(Cc3cccc(F)c3F)n2)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL166500.png,7.7,Ki,=,20,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL644664,B,8,,CHEMBL166500,CHEMBL251,A2AR,FIFQRMIRQNKLJF-UHFFFAOYSA-N
CHEMBL166684,,CCCCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL166684.png,9.68,Ki,=,0.2089,nM,antagonist,A3R,A1R;A2AR;A2BR;A3R,4,CHEMBL1037718,B,9,Homo sapiens,CHEMBL166684,CHEMBL256,A3R,IROKGKLLWZLKKI-UHFFFAOYSA-N
CHEMBL16677,,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccccc4)cc3)[nH]c2n(CCC)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL16677.png,8.83,Ki,=,1.48,nM,antagonist,A2BR,A1R;A2AR;A2BR;A3R,4,CHEMBL618339,F,9,Homo sapiens,CHEMBL16677,CHEMBL255,A2BR,PMGIEKWQRPFFJL-UHFFFAOYSA-N
CHEMBL16687,CGS-15943,Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL16687.png,9.85,Ki,=,0.142,nM,antagonist,A2AR,A1R;A2AR;A2BR;A3R,4,CHEMBL644660,B,9,Homo sapiens,CHEMBL16687,CHEMBL251,A2AR,MSJODEOZODDVGW-UHFFFAOYSA-N
CHEMBL166939,,COc1cccc(-c2n[nH]c(Cc3ccc(F)c(F)c3)n2)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL166939.png,7.16,Ki,=,70,nM,antagonist,A2AR,A2AR,1,CHEMBL644664,B,8,,CHEMBL166939,CHEMBL251,A2AR,SMIXFVAIRYQGNJ-UHFFFAOYSA-N
CHEMBL167001,,Oc1ccccc1-c1n[nH]c(-c2ccccc2)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL167001.png,6.16,Ki,=,700,nM,antagonist,A2AR,A2AR,1,CHEMBL644664,B,8,,CHEMBL167001,CHEMBL251,A2AR,YTGNKUSFDPGOIS-UHFFFAOYSA-N
CHEMBL16715,,O=c1n(-c2ccc(Cl)cc2)nc2c(NC3CCCCC3)nc3ccccc3n12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL16715.png,7.25,Ki,=,56.1,nM,antagonist,A3R,A1R;A3R,2,CHEMBL1771830,F,9,Homo sapiens,CHEMBL16715,CHEMBL256,A3R,NRFQPBASKWHNSO-UHFFFAOYSA-N
CHEMBL1671916,,Cc1ccccc1C(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671916.png,6.66,Ki,=,220,nM,antagonist,A2AR,A2AR,1,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671916,CHEMBL251,A2AR,HYWCKSHSBGMFFR-UHFFFAOYSA-N
CHEMBL1671917,,CCCCC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671917.png,6.72,Ki,=,190,nM,antagonist,A2AR,A2AR,1,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671917,CHEMBL251,A2AR,URDDZDCIBYBQCB-UHFFFAOYSA-N
CHEMBL1671918,,CCCC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671918.png,6.46,Ki,=,350,nM,antagonist,A2AR,A2AR,1,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671918,CHEMBL251,A2AR,HIPNUROOFUMNSU-UHFFFAOYSA-N
CHEMBL1671919,,CCC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671919.png,6.05,Ki,=,890,nM,antagonist,A2AR,A2AR,1,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671919,CHEMBL251,A2AR,JMGGKSDCWLBOEE-UHFFFAOYSA-N
CHEMBL1671920,,CC(C)C(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671920.png,6.52,Ki,=,300,nM,antagonist,A2AR,A2AR,1,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671920,CHEMBL251,A2AR,XXVDXKAAWAFSQL-UHFFFAOYSA-N
CHEMBL1671921,,CC(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671921.png,7.23,Ki,=,59,nM,antagonist,A2AR,A2AR,1,CHEMBL3406909,B,9,Homo sapiens,CHEMBL1671921,CHEMBL251,A2AR,NRYURYQHEDZXCQ-UHFFFAOYSA-N
CHEMBL1671922,,CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671922.png,7.44,Ki,=,36,nM,antagonist,A2AR,A2AR,1,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671922,CHEMBL251,A2AR,NXJOSCHYVJGECZ-UHFFFAOYSA-N
CHEMBL1671923,,CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2ncc(Cl)s2)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671923.png,7.55,Ki,=,28,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671923,CHEMBL251,A2AR,MUXDEPJZTGSJRX-UHFFFAOYSA-N
CHEMBL1671924,,Cc1cnc(NC(=O)c2ccc(NC(=O)CC(C)(C)C)cc2)s1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671924.png,6.92,Ki,=,120,nM,antagonist,A2AR,A2AR,1,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671924,CHEMBL251,A2AR,CYKFTVJFFDBXPR-UHFFFAOYSA-N
CHEMBL1671925,,Cc1nc(NC(=O)c2ccc(NC(=O)CC(C)(C)C)cc2)sc1C,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671925.png,6.66,Ki,=,220,nM,antagonist,A2AR,A2AR,1,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671925,CHEMBL251,A2AR,YETLEIOGLMOZOZ-UHFFFAOYSA-N
CHEMBL1671928,,CC(C)(C)CNC(=O)c1ccc(C(=O)Nc2nccs2)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671928.png,6.96,Ki,=,110,nM,antagonist,A2AR,A2AR,1,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671928,CHEMBL251,A2AR,LJUVWYLIGBZNCM-UHFFFAOYSA-N
CHEMBL1671929,,COc1cc(NC(=O)CC(C)(C)C)ccc1C(=O)Nc1nccs1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671929.png,7.3,Ki,=,50,nM,antagonist,A2AR,A2AR,1,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671929,CHEMBL251,A2AR,QKTXEHDRNNYFGM-UHFFFAOYSA-N
CHEMBL1671930,,Cc1cc(NC(=O)CC(C)(C)C)ccc1C(=O)Nc1nccs1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671930.png,6.7,Ki,=,200,nM,antagonist,A2AR,A2AR,1,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671930,CHEMBL251,A2AR,IRTVOPAITAMEDW-UHFFFAOYSA-N
CHEMBL1671931,,CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)c(Cl)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671931.png,6.75,Ki,=,180,nM,antagonist,A2AR,A2AR,1,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671931,CHEMBL251,A2AR,MZEMISAYOIRJDE-UHFFFAOYSA-N
CHEMBL1671932,,COc1cc(C(=O)Nc2nccs2)ccc1NC(=O)CC(C)(C)C,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671932.png,7.77,Ki,=,17,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671932,CHEMBL251,A2AR,NJBNIWCMOWPAQD-UHFFFAOYSA-N
CHEMBL1671933,,Cc1cc(C(=O)Nc2nccs2)ccc1NC(=O)CC(C)(C)C,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671933.png,7.72,Ki,=,19,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671933,CHEMBL251,A2AR,NLVRAFZOIMAUKQ-UHFFFAOYSA-N
CHEMBL1671934,,CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1Cl,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671934.png,7.66,Ki,=,22,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671934,CHEMBL251,A2AR,GZDQVVAHFIVIHT-UHFFFAOYSA-N
CHEMBL1671935,,CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1F,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671935.png,8.04,Ki,=,9.2,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671935,CHEMBL251,A2AR,ZUWCDFFJCAABHM-UHFFFAOYSA-N
CHEMBL1671936,,CC(C)(C)CC(=O)Nc1c(F)cc(C(=O)Nc2nccs2)cc1F,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671936.png,8.23,Ki,=,5.9,nM,antagonist,A2AR,A1R;A2AR;A2BR,3,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671936,CHEMBL251,A2AR,KEUJAGGJGBWRFC-UHFFFAOYSA-N
CHEMBL1671937,,Cc1cc(C(=O)Nc2nccs2)cc(Cl)c1NC(=O)CC(C)(C)C,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671937.png,7.5,Ki,=,32,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671937,CHEMBL251,A2AR,NLAQJDDYBPPBIO-UHFFFAOYSA-N
CHEMBL1671938,,COc1c(C(=O)Nc2nccs2)ccc(NC(=O)CC(C)(C)C)c1F,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1671938.png,7.92,Ki,=,12,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1679250,B,9,Homo sapiens,CHEMBL1671938,CHEMBL251,A2AR,LNUKUKIGALSKPN-UHFFFAOYSA-N
CHEMBL16724,,C=CCn1c(=O)c2nc(-c3ccc(OCC(=O)O)cc3)[nH]c2n(CC=C)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL16724.png,6.85,Ki,=,141,nM,antagonist,A2BR,A2BR;A3R,2,CHEMBL618339,F,9,Homo sapiens,CHEMBL16724,CHEMBL255,A2BR,CZKQVHBXRSZWAF-UHFFFAOYSA-N
CHEMBL1672611,,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672611.png,8.66,Ki,=,2.2,nM,antagonist,A2BR,A1R;A2AR;A2BR;A3R,4,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672611,CHEMBL255,A2BR,RZDRIXVHILKLLP-UHFFFAOYSA-N
CHEMBL1672612,,CC(=O)Nc1cnc(-c2ccncc2)c(-c2ccco2)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672612.png,8.22,Ki,=,6,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672612,CHEMBL255,A2BR,IYMUBQAVDWGMOK-UHFFFAOYSA-N
CHEMBL1672613,,CCC(=O)Nc1cnc(-c2ccncc2)c(-c2ccco2)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672613.png,8.46,Ki,=,3.5,nM,antagonist,A2BR,A1R;A2AR;A2BR;A3R,4,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672613,CHEMBL255,A2BR,JHBSNTNTZSANRS-UHFFFAOYSA-N
CHEMBL1672614,,CC(C)C(=O)Nc1cnc(-c2ccncc2)c(-c2ccco2)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672614.png,8,Ki,=,10,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672614,CHEMBL255,A2BR,FXBWXCWDDWUCSK-UHFFFAOYSA-N
CHEMBL1672615,,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CCC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672615.png,8.52,Ki,=,3,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672615,CHEMBL255,A2BR,XCUISAPLRLETKW-UHFFFAOYSA-N
CHEMBL1672616,,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CCCC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672616.png,7.89,Ki,=,13,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672616,CHEMBL255,A2BR,UEBJAZCBAZVERF-UHFFFAOYSA-N
CHEMBL1672617,,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)c1ccc(F)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672617.png,7.2,Ki,=,63,nM,antagonist,A2BR,A2BR,1,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672617,CHEMBL255,A2BR,BKEYPKXKFJPYCZ-UHFFFAOYSA-N
CHEMBL1672618,,O=C(CC1CCCC1)Nc1cnc(-c2ccncc2)c(-c2ccco2)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672618.png,7.92,Ki,=,12,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672618,CHEMBL255,A2BR,QGEFGRKOALZSHD-UHFFFAOYSA-N
CHEMBL1672619,,Cc1ccc(-c2nc(NC(=O)C3CC3)cnc2-c2ccncc2)o1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672619.png,8.92,Ki,=,1.2,nM,antagonist,A2AR,A1R;A2AR;A2BR;A3R,4,CHEMBL1679072,B,9,Homo sapiens,CHEMBL1672619,CHEMBL251,A2AR,IATOZURPNIOIDD-UHFFFAOYSA-N
CHEMBL1672620,,O=C(Nc1cnc(-c2ccncc2)c(-c2ccccn2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672620.png,7.96,Ki,=,11,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672620,CHEMBL255,A2BR,HDBIVURBHQQGPN-UHFFFAOYSA-N
CHEMBL1672621,,O=C(Nc1cnc(-c2ccncc2)c(-c2cccnc2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672621.png,7.6,Ki,=,25,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672621,CHEMBL255,A2BR,HIXMVSBRCJHLQW-UHFFFAOYSA-N
CHEMBL1672622,,O=C(Nc1cnc(-c2ccncc2)c(-c2ccncc2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672622.png,7.5,Ki,=,32,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672622,CHEMBL255,A2BR,YAPJZGXRIHUBAY-UHFFFAOYSA-N
CHEMBL1672623,,O=C(Nc1cnc(-c2ccncc2)c(-c2ccccc2F)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672623.png,9,Ki,=,1,nM,antagonist,A2BR,A1R;A2AR;A2BR;A3R,4,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672623,CHEMBL255,A2BR,GTPWPCYIYPRNLK-UHFFFAOYSA-N
CHEMBL1672624,,O=C(Nc1cnc(-c2ccncc2)c(-c2ncco2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672624.png,7.25,Ki,=,56,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672624,CHEMBL255,A2BR,ZUPUHAHWMGRZHY-UHFFFAOYSA-N
CHEMBL1672625,,O=C(Nc1cnc(-c2ccncc2)c(-c2cnco2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672625.png,7.37,Ki,=,43,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672625,CHEMBL255,A2BR,WIPKZBPVDCSZIB-UHFFFAOYSA-N
CHEMBL1672626,,O=C(Nc1cnc(-c2ccncn2)c(-c2ccco2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672626.png,7.54,Ki,=,29,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672626,CHEMBL255,A2BR,OLQHRWUOMJTQKH-UHFFFAOYSA-N
CHEMBL1672627,LAS101057,O=C(Nc1cnc(-c2ccncc2F)c(-c2cccnc2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672627.png,7.62,Ki,=,24,nM,antagonist,A2BR,A2BR,1,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672627,CHEMBL255,A2BR,XUYURJQIMYCWBB-UHFFFAOYSA-N
CHEMBL1672628,,O=C(Nc1cnc(-c2ccncc2Cl)c(-c2cccnc2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672628.png,7.07,Ki,=,85,nM,antagonist,A2BR,A2BR,1,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672628,CHEMBL255,A2BR,IGWUTJXLJJODEY-UHFFFAOYSA-N
CHEMBL1672629,,O=C(Nc1cnc(-c2c(F)cncc2F)c(-c2cccnc2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672629.png,7.58,Ki,=,26,nM,antagonist,A2BR,A2BR,1,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672629,CHEMBL255,A2BR,JSTVKVBTXCGTLN-UHFFFAOYSA-N
CHEMBL1672630,,O=C(Nc1cnc(-c2ccncc2F)c(-c2ccncc2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672630.png,7.96,Ki,=,11,nM,antagonist,A2BR,A2BR,1,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672630,CHEMBL255,A2BR,HUPNMGIBODMDOH-UHFFFAOYSA-N
CHEMBL1672631,,O=C(Nc1cnc(-c2ccncc2F)c(-c2ccccc2F)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672631.png,9.22,Ki,=,0.6,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672631,CHEMBL255,A2BR,SVYGTBODIFTCOZ-UHFFFAOYSA-N
CHEMBL1672632,,O=C(Nc1cnc(-c2ccncc2F)c(-c2ncco2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1672632.png,8.22,Ki,=,6,nM,antagonist,A2BR,A2AR;A2BR;A3R,3,CHEMBL1679071,B,9,Homo sapiens,CHEMBL1672632,CHEMBL255,A2BR,GEPUTKWSUKGITG-UHFFFAOYSA-N
